ray_id,step,x,y,r,phi,dr,dphi,E,L
9,63,-99808127805.60907,49999997487.75592,111631815020.79231,2.6771763961947643,-268056957.05862668,-0.0012028590367672801,296371855.54086864,-1.4989622900000004e+19
0,64,-99805129722.73294,-49999997408.531166,111629134457.92131,-2.6771643673155525,-268055617.1254743,0.0012029168062376225,296371855.54086864,1.4989622900000004e+19
1,64,-99805131052.24435,-38888887390.67052,107114003504.86356,-2.770041991324645,-279348990.0246241,0.0010161404365515631,297455535.9427231,1.1658595588888881e+19
2,64,-99805132582.21507,-27777777132.89018,103598597443.19922,-2.8701423751089905,-288822390.3003876,0.000775908394591134,298477321.29879993,8.327568277777781e+18
3,64,-99805133962.96082,-16666666510.008003,101187165875.52187,-2.976127378463586,-295700774.36679304,0.00048799861392160123,299285164.6648196,4.996540966666673e+18
4,64,-99805134791.37851,-5555555549.389043,99959637495.27896,-3.0859860129898387,-299329425.78455585,0.00016668589560519306,299734041.88516045,1.66551365555556e+18
5,64,-99805134791.37851,5555555549.389043,99959637495.27896,3.0859860129898387,-299329425.78455585,-0.00016668589560519306,299734041.88516045,-1.66551365555556e+18
6,64,-99805133962.96082,16666666510.008003,101187165875.52187,2.976127378463586,-295700774.36679304,-0.00048799861392160123,299285164.6648196,-4.996540966666673e+18
7,64,-99805132582.21507,27777777132.89018,103598597443.19922,2.8701423751089905,-288822390.3003876,-0.000775908394591134,298477321.29879993,-8.327568277777781e+18
8,64,-99805131052.24435,38888887390.67052,107114003504.86356,2.770041991324645,-279348990.0246241,-0.0010161404365515631,297455535.9427231,-1.1658595588888881e+19
9,64,-99805129722.73294,49999997408.531166,111629134457.92131,2.6771643673155525,-268055617.1254743,-0.0012029168062376225,296371855.54086864,-1.4989622900000004e+19
0,65,-99802131637.39539,-49999997328.073265,111626453908.45009,-2.677152337858627,-268054277.10240194,0.001202974579580976,296371855.54086864,1.4989622900000004e+19
1,65,-99802133008.157,-38888887344.1497,107111210019.51115,-2.7700318296552675,-279348080.4446792,0.0010161934396021365,297455535.9427231,1.1658595588888881e+19
2,65,-99802134585.61148,-27777777112.863934,103595709221.84207,-2.8701346158087233,-288821881.1239702,0.0007759516594416277,298477321.29879993,8.327568277777781e+18
3,65,-99802136009.21826,-16666666505.142778,101184208868.75653,-2.9761224983348344,-295700578.69768023,0.000488027136876009,299285164.6648196,4.996540966666673e+18
4,65,-99802136863.35472,-5555555549.197547,99956644201.13356,-3.085984346080967,-299329403.2968218,0.00016669587888124305,299734041.88516045,1.66551365555556e+18
5,65,-99802136863.35472,5555555549.197547,99956644201.13356,3.085984346080967,-299329403.2968218,-0.00016669587888124305,299734041.88516045,-1.66551365555556e+18
6,65,-99802136009.21826,16666666505.142778,101184208868.75653,2.9761224983348344,-295700578.69768023,-0.000488027136876009,299285164.6648196,-4.996540966666673e+18
7,65,-99802134585.61148,27777777112.863934,103595709221.84207,2.8701346158087233,-288821881.1239702,-0.0007759516594416277,298477321.29879993,-8.327568277777781e+18
8,65,-99802133008.157,38888887344.1497,107111210019.51115,2.7700318296552675,-279348080.4446792,-0.0010161934396021365,297455535.9427231,-1.1658595588888881e+19
9,65,-99802131637.39539,49999997328.073265,111626453908.45009,2.677152337858627,-268054277.10240194,-0.001202974579580976,296371855.54086864,-1.4989622900000004e+19
0,66,-99799133549.59616,-49999997246.38211,111623773372.37955,-2.677140307823948,-268052936.98940206,0.0012030323567976582,296371855.54086864,1.4989622900000004e+19
1,66,-99799134962.23901,-38888887296.91554,107108416543.25488,-2.7700216674558398,-279347170.7986896,0.0010162464466272594,297455535.9427231,1.1658595588888881e+19
2,66,-99799136587.90428,-27777777092.530537,103592821005.57687,-2.8701268560757898,-288821371.9081578,0.000775994927834625,298477321.29879993,8.327568277777781e+18
3,66,-99799138055.02875,-16666666500.202923,101181251863.94797,-2.9761176179208406,-295700383.01273626,0.0004880556623123131,299285164.6648196,4.996540966666673e+18
4,66,-99799138935.27815,-5555555549.003092,99953650907.21304,-3.085982679072258,-299329380.8072257,0.0001667058630534585,299734041.88516045,1.66551365555556e+18
5,66,-99799138935.27815,5555555549.003092,99953650907.21304,3.085982679072258,-299329380.8072257,-0.0001667058630534585,299734041.88516045,-1.66551365555556e+18
6,66,-99799138055.02875,16666666500.202923,101181251863.94797,2.9761176179208406,-295700383.01273626,-0.0004880556623123131,299285164.6648196,-4.996540966666673e+18
7,66,-99799136587.90428,27777777092.530537,103592821005.57687,2.8701268560757898,-288821371.9081578,-0.000775994927834625,298477321.29879993,-8.327568277777781e+18
8,66,-99799134962.23901,38888887296.91554,107108416543.25488,2.7700216674558398,-279347170.7986896,-0.0010162464466272594,297455535.9427231,-1.1658595588888881e+19
9,66,-99799133549.59616,49999997246.38211,111623773372.37955,2.677140307823948,-268052936.98940206,-0.0012030323567976582,296371855.54086864,-1.4989622900000004e+19
0,67,-99796135459.33504,-49999997163.457535,111621092849.71059,-2.677128277211478,-268051596.7864671,0.0012030901378879875,296371855.54086864,1.4989622900000004e+19
1,67,-99796136914.4902,-38888887248.96797,107105623076.0954,-2.770011504726322,-279346261.08664924,0.0010162994576273115,297455535.9427231,1.1658595588888881e+19
2,67,-99796138589.09338,-27777777071.889908,103589932794.40404,-2.870119095910155,-288820862.65294653,0.0007760381997705046,298477321.29879993,8.327568277777781e+18
3,67,-99796140100.39224,-16666666495.18843,101178294861.09633,-2.97611273722158,-295700187.3119595,0.00048808419023079944,299285164.6648196,4.996540966666673e+18
4,67,-99796141007.14879,-5555555548.805712,99950657613.51743,-3.085981011963703,-299329358.3157674,0.00016671584812194657,299734041.88516045,1.66551365555556e+18
5,67,-99796141007.14879,5555555548.805712,99950657613.51743,3.085981011963703,-299329358.3157674,-0.00016671584812194657,299734041.88516045,-1.66551365555556e+18
6,67,-99796140100.39224,16666666495.18843,101178294861.09633,2.97611273722158,-295700187.3119595,-0.00048808419023079944,299285164.6648196,-4.996540966666673e+18
7,67,-99796138589.09338,27777777071.889908,103589932794.40404,2.870119095910155,-288820862.65294653,-0.0007760381997705046,298477321.29879993,-8.327568277777781e+18
8,67,-99796136914.4902,38888887248.96797,107105623076.0954,2.770011504726322,-279346261.08664924,-0.0010162994576273115,297455535.9427231,-1.1658595588888881e+19
9,67,-99796135459.33504,49999997163.457535,111621092849.71059,2.677128277211478,-268051596.7864671,-0.0012030901378879875,296371855.54086864,-1.4989622900000004e+19
0,68,-99793137366.61182,-49999997079.29939,111618412340.4441,-2.6771162460211775,-268050256.49358952,0.0012031479228522817,296371855.54086864,1.4989622900000004e+19
1,68,-99793138864.91042,-38888887200.306885,107102829618.03337,-2.770001341466674,-279345351.3085519,0.0010163524726026724,297455535.9427231,1.1658595588888881e+19
2,68,-99793140589.17863,-27777777050.942024,103587044588.32394,-2.870111335311783,-288820353.35833234,0.000776081475249645,298477321.29879993,8.327568277777781e+18
3,68,-99793142145.30869,-16666666490.099255,101175337860.20178,-2.976107856237028,-295699991.59534824,0.00048811272063175383,299285164.6648196,4.996540966666673e+18
4,68,-99793143078.96661,-5555555548.605399,99947664320.04674,-3.0859793447552923,-299329335.8224467,0.00016672583408681445,299734041.88516045,1.66551365555556e+18
5,68,-99793143078.96661,5555555548.605399,99947664320.04674,3.0859793447552923,-299329335.8224467,-0.00016672583408681445,299734041.88516045,-1.66551365555556e+18
6,68,-99793142145.30869,16666666490.099255,101175337860.20178,2.976107856237028,-295699991.59534824,-0.00048811272063175383,299285164.6648196,-4.996540966666673e+18
7,68,-99793140589.17863,27777777050.942024,103587044588.32394,2.870111335311783,-288820353.35833234,-0.000776081475249645,298477321.29879993,-8.327568277777781e+18
8,68,-99793138864.91042,38888887200.306885,107102829618.03337,2.770001341466674,-279345351.3085519,-0.0010163524726026724,297455535.9427231,-1.1658595588888881e+19
9,68,-99793137366.61182,49999997079.29939,111618412340.4441,2.6771162460211775,-268050256.49358952,-0.0012031479228522817,296371855.54086864,-1.4989622900000004e+19
0,69,-99790139271.42628,-49999996993.90752,111615731844.58101,-2.677104214253008,-268048916.11076176,0.0012032057116908587,296371855.54086864,1.4989622900000004e+19
1,69,-99790140813.49945,-38888887150.93219,107100036169.06946,-2.769991177676857,-279344441.46439147,0.0010164054915537217,297455535.9427231,1.1658595588888881e+19
2,69,-99790142588.15991,-27777777029.686893,103584156387.337,-2.870103574280638,-288819844.02431124,0.0007761247542724248,298477321.29879993,8.327568277777781e+18
3,69,-99790144189.77802,-16666666484.93543,101172380861.26448,-2.976102974967159,-295699795.86290073,0.0004881412535154623,299285164.6648196,4.996540966666673e+18
4,69,-99790145150.73164,-5555555548.402146,99944671026.801,-3.085977677447018,-299329313.32726336,0.00016673582094816936,299734041.88516045,1.66551365555556e+18
5,69,-99790145150.73164,5555555548.402146,99944671026.801,3.085977677447018,-299329313.32726336,-0.00016673582094816936,299734041.88516045,-1.66551365555556e+18
6,69,-99790144189.77802,16666666484.93543,101172380861.26448,2.976102974967159,-295699795.86290073,-0.0004881412535154623,299285164.6648196,-4.996540966666673e+18
7,69,-99790142588.15991,27777777029.686893,103584156387.337,2.870103574280638,-288819844.02431124,-0.0007761247542724248,298477321.29879993,-8.327568277777781e+18
8,69,-99790140813.49945,38888887150.93219,107100036169.06946,2.769991177676857,-279344441.46439147,-0.0010164054915537217,297455535.9427231,-1.1658595588888881e+19
9,69,-99790139271.42628,49999996993.90752,111615731844.58101,2.677104214253008,-268048916.11076176,-0.0012032057116908587,296371855.54086864,-1.4989622900000004e+19
0,70,-99787141173.77818,-49999996907.2818,111613051362.1222,-2.677092181906931,-268047575.63797626,0.001203263504404037,296371855.54086864,1.4989622900000004e+19
1,70,-99787142760.2571,-38888887100.843834,107097242729.20432,-2.76998101335683,-279343531.55416185,0.0010164585144808395,297455535.9427231,1.1658595588888881e+19
2,70,-99787144586.03716,-27777777008.124386,103581268191.4436,-2.8700958128166856,-288819334.6508793,0.0007761680368392228,298477321.29879993,8.327568277777781e+18
3,70,-99787146233.80017,-16666666479.696905,101169423864.28458,-2.976098093411949,-295699600.1146154,0.0004881697888822108,299285164.6648196,4.996540966666673e+18
4,70,-99787147222.44388,-5555555548.195944,99941677733.78021,-3.0859760100388702,-299329290.8302172,0.00016674580870611853,299734041.88516045,1.66551365555556e+18
5,70,-99787147222.44388,5555555548.195944,99941677733.78021,3.0859760100388702,-299329290.8302172,-0.00016674580870611853,299734041.88516045,-1.66551365555556e+18
6,70,-99787146233.80017,16666666479.696905,101169423864.28458,2.976098093411949,-295699600.1146154,-0.0004881697888822108,299285164.6648196,-4.996540966666673e+18
7,70,-99787144586.03716,27777777008.124386,103581268191.4436,2.8700958128166856,-288819334.6508793,-0.0007761680368392228,298477321.29879993,-8.327568277777781e+18
8,70,-99787142760.2571,38888887100.843834,107097242729.20432,2.76998101335683,-279343531.55416185,-0.0010164585144808395,297455535.9427231,-1.1658595588888881e+19
9,70,-99787141173.77818,49999996907.2818,111613051362.1222,2.677092181906931,-268047575.63797626,-0.001203263504404037,296371855.54086864,-1.4989622900000004e+19
0,71,-99784143073.66731,-49999996819.42207,111610370893.06856,-2.677080148982907,-268046235.07522544,0.0012033213009921345,296371855.54086864,1.4989622900000004e+19
1,71,-99784144705.18318,-38888887050.04169,107094449298.4386,-2.7699708485065537,-279342621.57785684,0.0010165115413844053,297455535.9427231,1.1658595588888881e+19
2,71,-99784146582.81015,-27777776986.254517,103578380000.64412,-2.8700880509198896,-288818825.2380326,0.0007762113229504177,298477321.29879993,8.327568277777781e+18
3,71,-99784148277.37515,-16666666474.383673,101166466869.26224,-2.9760932115713734,-295699404.35049045,0.00048819832673228534,299285164.6648196,4.996540966666673e+18
4,71,-99784149294.10329,-5555555547.986781,99938684440.9844,-3.085974342530841,-299329268.331308,0.0001667557973607692,299734041.88516045,1.66551365555556e+18
5,71,-99784149294.10329,5555555547.986781,99938684440.9844,3.085974342530841,-299329268.331308,-0.0001667557973607692,299734041.88516045,-1.66551365555556e+18
6,71,-99784148277.37515,16666666474.383673,101166466869.26224,2.9760932115713734,-295699404.35049045,-0.00048819832673228534,299285164.6648196,-4.996540966666673e+18
7,71,-99784146582.81015,27777776986.254517,103578380000.64412,2.8700880509198896,-288818825.2380326,-0.0007762113229504177,298477321.29879993,-8.327568277777781e+18
8,71,-99784144705.18318,38888887050.04169,107094449298.4386,2.7699708485065537,-279342621.57785684,-0.0010165115413844053,297455535.9427231,-1.1658595588888881e+19
9,71,-99784143073.66731,49999996819.42207,111610370893.06856,2.677080148982907,-268046235.07522544,-0.0012033213009921345,296371855.54086864,-1.4989622900000004e+19
0,72,-99781144971.09343,-49999996730.32818,111607690437.42099,-2.677068115480898,-268044894.42250177,0.0012033791014554693,296371855.54086864,1.4989622900000004e+19
1,72,-99781146648.27754,-38888886998.525635,107091655876.77298,-2.769960683125989,-279341711.5354703,0.0010165645722647989,297455535.9427231,1.1658595588888881e+19
2,72,-99781148578.47882,-27777776964.07725,103575491814.93896,-2.8700802885902146,-288818315.785767,0.0007762546126063882,298477321.29879993,8.327568277777781e+18
3,72,-99781150320.50285,-16666666468.995771,101163509876.19762,-2.9760883294454064,-295699208.5705243,0.000488226867065972,299285164.6648196,4.996540966666673e+18
4,72,-99781151365.70984,-5555555547.774695,99935691148.41359,-3.08597267492292,-299329245.8305356,0.0001667657869122286,299734041.88516045,1.66551365555556e+18
5,72,-99781151365.70984,5555555547.774695,99935691148.41359,3.08597267492292,-299329245.8305356,-0.0001667657869122286,299734041.88516045,-1.66551365555556e+18
6,72,-99781150320.50285,16666666468.995771,101163509876.19762,2.9760883294454064,-295699208.5705243,-0.000488226867065972,299285164.6648196,-4.996540966666673e+18
7,72,-99781148578.47882,27777776964.07725,103575491814.93896,2.8700802885902146,-288818315.785767,-0.0007762546126063882,298477321.29879993,-8.327568277777781e+18
8,72,-99781146648.27754,38888886998.525635,107091655876.77298,2.769960683125989,-279341711.5354703,-0.0010165645722647989,297455535.9427231,-1.1658595588888881e+19
9,72,-99781144971.09343,49999996730.32818,111607690437.42099,2.677068115480898,-268044894.42250177,-0.0012033791014554693,296371855.54086864,-1.4989622900000004e+19
0,73,-99778146866.05635,-49999996639.999954,111605009995.1804,-2.677056081400865,-268043553.6797977,0.0012034369057943597,296371855.54086864,1.4989622900000004e+19
1,73,-99778148589.53998,-38888886946.2956,107088862464.20811,-2.7699505172150953,-279340801.4269961,0.0010166176071224001,297455535.9427231,1.1658595588888881e+19
2,73,-99778150573.04308,-27777776941.592518,103572603634.32854,-2.8700725258276254,-288817806.2940787,0.0007762979058075134,298477321.29879993,8.327568277777781e+18
3,73,-99778152363.18324,-16666666463.533146,101160552885.09088,-2.9760834470340236,-295699012.7747152,0.00048825540988355683,299285164.6648196,4.996540966666673e+18
4,73,-99778153437.2636,-5555555547.559678,99932697856.0678,-3.0859710072150994,-299329223.3278997,0.00016677577736060408,299734041.88516045,1.66551365555556e+18
5,73,-99778153437.2636,5555555547.559678,99932697856.0678,3.0859710072150994,-299329223.3278997,-0.00016677577736060408,299734041.88516045,-1.66551365555556e+18
6,73,-99778152363.18324,16666666463.533146,101160552885.09088,2.9760834470340236,-295699012.7747152,-0.00048825540988355683,299285164.6648196,-4.996540966666673e+18
7,73,-99778150573.04308,27777776941.592518,103572603634.32854,2.8700725258276254,-288817806.2940787,-0.0007762979058075134,298477321.29879993,-8.327568277777781e+18
8,73,-99778148589.53998,38888886946.2956,107088862464.20811,2.7699505172150953,-279340801.4269961,-0.0010166176071224001,297455535.9427231,-1.1658595588888881e+19
9,73,-99778146866.05635,49999996639.999954,111605009995.1804,2.677056081400865,-268043553.6797977,-0.0012034369057943597,296371855.54086864,-1.4989622900000004e+19
0,74,-99775148758.55583,-49999996548.4373,111602329566.3477,-2.677044046742769,-268042212.84710565,0.0012034947140091238,296371855.54086864,1.4989622900000004e+19
1,74,-99775150528.97032,-38888886893.351524,107086069060.74466,-2.769940350773833,-279339891.2524281,0.0010166706459575892,297455535.9427231,1.1658595588888881e+19
2,74,-99775152566.50275,-27777776918.800262,103569715458.81322,-2.8700647626320865,-288817296.76296365,0.0007763412025541721,298477321.29879993,8.327568277777781e+18
3,74,-99775154405.41626,-16666666457.995794,101157595895.94218,-2.9760785643372003,-295698816.96306145,0.0004882839551853261,299285164.6648196,4.996540966666673e+18
4,74,-99775155508.7645,-5555555547.341718,99929704563.94704,-3.0859693394073697,-299329200.8234002,0.00016678576870600287,299734041.88516045,1.66551365555556e+18
5,74,-99775155508.7645,5555555547.341718,99929704563.94704,3.0859693394073697,-299329200.8234002,-0.00016678576870600287,299734041.88516045,-1.66551365555556e+18
6,74,-99775154405.41626,16666666457.995794,101157595895.94218,2.9760785643372003,-295698816.96306145,-0.0004882839551853261,299285164.6648196,-4.996540966666673e+18
7,74,-99775152566.50275,27777776918.800262,103569715458.81322,2.8700647626320865,-288817296.76296365,-0.0007763412025541721,298477321.29879993,-8.327568277777781e+18
8,74,-99775150528.97032,38888886893.351524,107086069060.74466,2.769940350773833,-279339891.2524281,-0.0010166706459575892,297455535.9427231,-1.1658595588888881e+19
9,74,-99775148758.55583,49999996548.4373,111602329566.3477,2.677044046742769,-268042212.84710565,-0.0012034947140091238,296371855.54086864,-1.4989622900000004e+19
0,75,-99772150648.59164,-49999996455.64004,111599649150.92377,-2.6770320115065718,-268040871.92441806,0.0012035525261000798,296371855.54086864,1.4989622900000004e+19
1,75,-99772152466.56837,-38888886839.693275,107083275666.38329,-2.769930183802163,-279338981.0117602,0.0010167236887707457,297455535.9427231,1.1658595588888881e+19
2,75,-99772154558.85774,-27777776895.700462,103566827288.3934,-2.8700569990035625,-288816787.1924179,0.0007763845028467431,298477321.29879993,8.327568277777781e+18
3,75,-99772156447.20187,-16666666452.383701,101154638908.75168,-2.9760736813549116,-295698621.1355614,0.0004883125029715658,299285164.6648196,4.996540966666673e+18
4,75,-99772157580.21255,-5555555547.120807,99926711272.05133,-3.085967671499722,-299329178.3170368,0.00016679576094853229,299734041.88516045,1.66551365555556e+18
5,75,-99772157580.21255,5555555547.120807,99926711272.05133,3.085967671499722,-299329178.3170368,-0.00016679576094853229,299734041.88516045,-1.66551365555556e+18
6,75,-99772156447.20187,16666666452.383701,101154638908.75168,2.9760736813549116,-295698621.1355614,-0.0004883125029715658,299285164.6648196,-4.996540966666673e+18
7,75,-99772154558.85774,27777776895.700462,103566827288.3934,2.8700569990035625,-288816787.1924179,-0.0007763845028467431,298477321.29879993,-8.327568277777781e+18
8,75,-99772152466.56837,38888886839.693275,107083275666.38329,2.769930183802163,-279338981.0117602,-0.0010167236887707457,297455535.9427231,-1.1658595588888881e+19
9,75,-99772150648.59164,49999996455.64004,111599649150.92377,2.6770320115065718,-268040871.92441806,-0.0012035525261000798,296371855.54086864,-1.4989622900000004e+19
0,76,-99769152536.16356,-49999996361.60801,111596968748.90952,-2.677019975692234,-268039530.9117274,0.001203610342067546,296371855.54086864,1.4989622900000004e+19
1,76,-99769154402.33395,-38888886785.32078,107080482281.12465,-2.7699200163000444,-279338070.7049861,0.0010167767355622498,297455535.9427231,1.1658595588888881e+19
2,76,-99769156550.10793,-27777776872.293076,103563939123.06949,-2.8700492349420177,-288816277.5824375,0.0007764278066856054,298477321.29879993,8.327568277777781e+18
3,76,-99769158488.54002,-16666666446.696863,101151681923.51953,-2.9760687980871325,-295698425.2922134,0.0004883410532425624,299285164.6648196,4.996540966666673e+18
4,76,-99769159651.60777,-5555555546.896935,99923717980.3807,-3.085966003492148,-299329155.8088094,0.00016680575408829966,299734041.88516045,1.66551365555556e+18
5,76,-99769159651.60777,5555555546.896935,99923717980.3807,3.085966003492148,-299329155.8088094,-0.00016680575408829966,299734041.88516045,-1.66551365555556e+18
6,76,-99769158488.54002,16666666446.696863,101151681923.51953,2.9760687980871325,-295698425.2922134,-0.0004883410532425624,299285164.6648196,-4.996540966666673e+18
7,76,-99769156550.10793,27777776872.293076,103563939123.06949,2.8700492349420177,-288816277.5824375,-0.0007764278066856054,298477321.29879993,-8.327568277777781e+18
8,76,-99769154402.33395,38888886785.32078,107080482281.12465,2.7699200163000444,-279338070.7049861,-0.0010167767355622498,297455535.9427231,-1.1658595588888881e+19
9,76,-99769152536.16356,49999996361.60801,111596968748.90952,2.677019975692234,-268039530.9117274,-0.001203610342067546,296371855.54086864,-1.4989622900000004e+19
0,77,-99766154421.2714,-49999996266.34106,111594288360.30583,-2.6770079392997177,-268038189.8090261,0.0012036681619118409,296371855.54086864,1.4989622900000004e+19
1,77,-99766156336.26688,-38888886730.233925,107077688904.9694,-2.7699098482674382,-279337160.3320998,0.0010168297863324817,297455535.9427231,1.1658595588888881e+19
2,77,-99766158540.25317,-27777776848.57807,103561050962.84187,-2.8700414704474166,-288815767.93301845,0.0007764711140711381,298477321.29879993,8.327568277777781e+18
3,77,-99766160529.43065,-16666666440.935266,101148724940.2459,-2.9760639145338383,-295698229.43301564,0.000488369605998602,299285164.6648196,4.996540966666673e+18
4,77,-99766161722.95013,-5555555546.670138,99920724688.93517,-3.0859643353846375,-299329133.29871774,0.00016681574812541235,299734041.88516045,1.66551365555556e+18
5,77,-99766161722.95013,5555555546.670138,99920724688.93517,3.0859643353846375,-299329133.29871774,-0.00016681574812541235,299734041.88516045,-1.66551365555556e+18
6,77,-99766160529.43065,16666666440.935266,101148724940.2459,2.9760639145338383,-295698229.43301564,-0.000488369605998602,299285164.6648196,-4.996540966666673e+18
7,77,-99766158540.25317,27777776848.57807,103561050962.84187,2.8700414704474166,-288815767.93301845,-0.0007764711140711381,298477321.29879993,-8.327568277777781e+18
8,77,-99766156336.26688,38888886730.233925,107077688904.9694,2.7699098482674382,-279337160.3320998,-0.0010168297863324817,297455535.9427231,-1.1658595588888881e+19
9,77,-99766154421.2714,49999996266.34106,111594288360.30583,2.6770079392997177,-268038189.8090261,-0.0012036681619118409,296371855.54086864,-1.4989622900000004e+19
0,78,-99763156303.9149,-49999996169.83906,111591607985.11363,-2.6769959023289833,-268036848.61630654,0.0012037259856332826,296371855.54086864,1.4989622900000004e+19
1,78,-99763158268.36696,-38888886674.43263,107074895537.91823,-2.7698996797043045,-279336249.8930951,0.0010168828410818214,297455535.9427231,1.1658595588888881e+19
2,78,-99763160529.2934,-27777776824.555363,103558162807.71095,-2.8700337055197243,-288815258.2441567,0.0007765144250037203,298477321.29879993,8.327568277777781e+18
3,78,-99763162569.87367,-16666666435.098904,101145767958.93092,-2.976059030695004,-295698033.55796653,0.0004883981612399709,299285164.6648196,4.996540966666673e+18
4,78,-99763163794.23964,-5555555546.440405,99917731397.71474,-3.0859626671771823,-299329110.7867616,0.00016682574305997767,299734041.88516045,1.66551365555556e+18
5,78,-99763163794.23964,5555555546.440405,99917731397.71474,3.0859626671771823,-299329110.7867616,-0.00016682574305997767,299734041.88516045,-1.66551365555556e+18
6,78,-99763162569.87367,16666666435.098904,101145767958.93092,2.976059030695004,-295698033.55796653,-0.0004883981612399709,299285164.6648196,-4.996540966666673e+18
7,78,-99763160529.2934,27777776824.555363,103558162807.71095,2.8700337055197243,-288815258.2441567,-0.0007765144250037203,298477321.29879993,-8.327568277777781e+18
8,78,-99763158268.36696,38888886674.43263,107074895537.91823,2.7698996797043045,-279336249.8930951,-0.0010168828410818214,297455535.9427231,-1.1658595588888881e+19
9,78,-99763156303.9149,49999996169.83906,111591607985.11363,2.6769959023289833,-268036848.61630654,-0.0012037259856332826,296371855.54086864,-1.4989622900000004e+19
0,79,-99760158184.09386,-49999996072.10186,111588927623.3338,-2.6769838647799924,-268035507.33356124,0.0012037838132321894,296371855.54086864,1.4989622900000004e+19
1,79,-99760160198.63403,-38888886617.91682,107072102179.97177,-2.769889510610603,-279335339.3879658,0.0010169358998106488,297455535.9427231,1.1658595588888881e+19
2,79,-99760162517.22844,-27777776800.22496,103555274657.67712,-2.8700259401589046,-288814748.5158484,0.0007765577394837312,298477321.29879993,8.327568277777781e+18
3,79,-99760164609.8691,-16666666429.187767,101142810979.57478,-2.976054146570605,-295697837.66706437,0.0004884267189669556,299285164.6648196,4.996540966666673e+18
4,79,-99760165865.47626,-5555555546.207727,99914738106.71944,-3.085960998869773,-299329088.27294075,0.00016683573889210305,299734041.88516045,1.66551365555556e+18
5,79,-99760165865.47626,5555555546.207727,99914738106.71944,3.085960998869773,-299329088.27294075,-0.00016683573889210305,299734041.88516045,-1.66551365555556e+18
6,79,-99760164609.8691,16666666429.187767,101142810979.57478,2.976054146570605,-295697837.66706437,-0.0004884267189669556,299285164.6648196,-4.996540966666673e+18
7,79,-99760162517.22844,27777776800.22496,103555274657.67712,2.8700259401589046,-288814748.5158484,-0.0007765577394837312,298477321.29879993,-8.327568277777781e+18
8,79,-99760160198.63403,38888886617.91682,107072102179.97177,2.769889510610603,-279335339.3879658,-0.0010169358998106488,297455535.9427231,-1.1658595588888881e+19
9,79,-99760158184.09386,49999996072.10186,111588927623.3338,2.6769838647799924,-268035507.33356124,-0.0012037838132321894,296371855.54086864,-1.4989622900000004e+19
0,80,-99757160061.80803,-49999995973.12934,111586247274.96725,-2.676971826652706,-268034165.9607826,0.00120384164470888,296371855.54086864,1.4989622900000004e+19
1,80,-99757162127.06789,-38888886560.68637,107069308831.13069,-2.7698793409862947,-279334428.8167058,0.0010169889625193443,297455535.9427231,1.1658595588888881e+19
2,80,-99757164504.0582,-27777776775.586784,103552386512.74077,-2.8700181743649225,-288814238.74808955,0.0007766010575115499,298477321.29879993,8.327568277777781e+18
3,80,-99757166649.41684,-16666666423.2018,101139854002.17763,-2.9760492621606165,-295697641.76030743,0.0004884552791798423,299285164.6648196,4.996540966666673e+18
4,80,-99757167936.66,-5555555545.972094,99911744815.94928,-3.0859593304624013,-299329065.7572551,0.00016684573562189583,299734041.88516045,1.66551365555556e+18
5,80,-99757167936.66,5555555545.972094,99911744815.94928,3.0859593304624013,-299329065.7572551,-0.00016684573562189583,299734041.88516045,-1.66551365555556e+18
6,80,-99757166649.41684,16666666423.2018,101139854002.17763,2.9760492621606165,-295697641.76030743,-0.0004884552791798423,299285164.6648196,-4.996540966666673e+18
7,80,-99757164504.0582,27777776775.586784,103552386512.74077,2.8700181743649225,-288814238.74808955,-0.0007766010575115499,298477321.29879993,-8.327568277777781e+18
8,80,-99757162127.06789,38888886560.68637,107069308831.13069,2.7698793409862947,-279334428.8167058,-0.0010169889625193443,297455535.9427231,-1.1658595588888881e+19
9,80,-99757160061.80803,49999995973.12934,111586247274.96725,2.676971826652706,-268034165.9607826,-0.00120384164470888,296371855.54086864,-1.4989622900000004e+19
0,81,-99754161937.05722,-49999995872.92133,111583566940.0149,-2.676959787947085,-268032824.49796304,0.0012038994800636724,296371855.54086864,1.4989622900000004e+19
1,81,-99754164053.66835,-38888886502.74121,107066515491.39566,-2.769869170831339,-279333518.179309,0.001017042029208288,297455535.9427231,1.1658595588888881e+19
2,81,-99754166489.78255,-27777776750.64079,103549498372.9023,-2.8700104081377424,-288813728.9408761,0.0007766443790875557,298477321.29879993,8.327568277777781e+18
3,81,-99754168688.51686,-16666666417.14104,101136897026.73962,-2.9760443774650134,-295697445.83769405,0.0004884838418789176,299285164.6648196,4.996540966666673e+18
4,81,-99754170007.79088,-5555555545.733497,99908751525.4043,-3.085957661955058,-299329043.2397043,0.0001668557332494634,299734041.88516045,1.66551365555556e+18
5,81,-99754170007.79088,5555555545.733497,99908751525.4043,3.085957661955058,-299329043.2397043,-0.0001668557332494634,299734041.88516045,-1.66551365555556e+18
6,81,-99754168688.51686,16666666417.14104,101136897026.73962,2.9760443774650134,-295697445.83769405,-0.0004884838418789176,299285164.6648196,-4.996540966666673e+18
7,81,-99754166489.78255,27777776750.64079,103549498372.9023,2.8700104081377424,-288813728.9408761,-0.0007766443790875557,298477321.29879993,-8.327568277777781e+18
